index,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temparature,top_p,model,ref_sim
71,2266,21.702338695526123,896,3162,0.00065298,,,meta-llama/llama-3.3-70b-instruct,0.0
72,3421,80.19914436340332,1489,4910,0.00097634,,,meta-llama/llama-3.3-70b-instruct,0.2307692307692307
73,2256,36.31848001480103,1239,3495,0.00080016,,,meta-llama/llama-3.3-70b-instruct,0.0
74,2544,33.30287051200867,1140,3684,0.00079944,,,meta-llama/llama-3.3-70b-instruct,0.0
75,2153,14.725603580474854,1347,3500,0.002485,,,meta-llama/llama-3.3-70b-instruct,0.0652173913043478
76,2860,41.74392437934876,1632,4492,0.0010246,,,meta-llama/llama-3.3-70b-instruct,0.0
77,2865,54.44798517227173,1024,3889,0.00073292,,,meta-llama/llama-3.3-70b-instruct,0.15
78,4004,63.52701497077942,1235,5239,0.00094978,,,meta-llama/llama-3.3-70b-instruct,0.3333333333333333
79,2874,56.445812463760376,1107,3981,0.00076554,,,meta-llama/llama-3.3-70b-instruct,0.0526315789473684
80,2756,102.17549872398376,1748,4504,0.00099496,,,meta-llama/llama-3.3-70b-instruct,0.1333333333333333
0,1705,35.68051218986511,1387,3092,0.00108795,,,meta-llama/llama-4-maverick,0.1071428571428571
1,1330,10.18753695487976,994,2324,0.0014595,,,meta-llama/llama-4-maverick,0.125
2,2003,29.34420585632324,1227,3230,0.00103665,,,meta-llama/llama-4-maverick,0.125
3,2462,22.22675919532776,940,3402,0.0009333,,,meta-llama/llama-4-maverick,0.1363636363636363
4,1235,15.402639627456663,1316,2551,0.00145205,,,meta-llama/llama-4-maverick,0.0
5,2027,30.96942901611328,1291,3318,0.00107865,,,meta-llama/llama-4-maverick,0.16
6,1845,32.09491848945618,1328,3173,0.00107355,,,meta-llama/llama-4-maverick,0.0526315789473684
7,1634,36.01729989051819,1458,3092,0.0011199,,,meta-llama/llama-4-maverick,0.0
8,2191,27.385775804519653,1109,3300,0.00099405,,,meta-llama/llama-4-maverick,0.0
9,2760,34.701669692993164,1416,4176,0.0012636,,,meta-llama/llama-4-maverick,0.0909090909090909
10,1540,9.532036304473875,916,2456,0.001455,,,meta-llama/llama-4-maverick,0.2142857142857142
11,1576,30.49137282371521,1222,2798,0.0009696,,,meta-llama/llama-4-maverick,0.027027027027027
12,1393,26.08832573890686,1094,2487,0.00086535,,,meta-llama/llama-4-maverick,0.0
13,1209,14.252301931381226,1525,2734,0.00194815,,,meta-llama/llama-4-maverick,0.0851063829787234
14,1885,34.01028680801392,1338,3223,0.00108555,,,meta-llama/llama-4-maverick,0.0833333333333333
15,2209,33.267972469329834,1361,3570,0.00114795,,,meta-llama/llama-4-maverick,0.25
16,1873,36.40237784385681,1442,3315,0.00114615,,,meta-llama/llama-4-maverick,0.1818181818181818
17,1925,32.06582689285278,1278,3203,0.00105555,,,meta-llama/llama-4-maverick,0.0
18,1639,9.620119333267212,927,2566,0.00150065,,,meta-llama/llama-4-maverick,0.024390243902439
19,2517,26.99362683296204,1117,3634,0.00104775,,,meta-llama/llama-4-maverick,0.15
20,2207,33.24686360359192,1359,3566,0.00114645,,,meta-llama/llama-4-maverick,0.0
21,2403,42.2420334815979,1690,4093,0.00137445,,,meta-llama/llama-4-maverick,0.1578947368421052
22,1419,13.837355613708496,1080,2499,0.00130113,,,meta-llama/llama-4-maverick,0.0384615384615384
23,2285,18.90944743156433,1282,3567,0.00170665,,,meta-llama/llama-4-maverick,0.0
24,1263,9.318345308303831,929,2192,0.00137105,,,meta-llama/llama-4-maverick,0.0277777777777777
25,2013,10.393301963806152,1046,3059,0.00175055,,,meta-llama/llama-4-maverick,0.054054054054054
26,2447,39.06676197052002,1582,4029,0.00131625,,,meta-llama/llama-4-maverick,0.0512820512820512
27,2122,14.602484226226808,1048,3170,0.00146374,,,meta-llama/llama-4-maverick,0.0294117647058823
28,836,23.21417474746704,912,1748,0.0006726,,,meta-llama/llama-4-maverick,0.1111111111111111
29,1405,25.05164790153504,1021,2426,0.00082335,,,meta-llama/llama-4-maverick,0.0909090909090909
30,1027,28.9511513710022,1160,2187,0.00085005,,,meta-llama/llama-4-maverick,0.0
31,1784,32.77381944656372,1350,3134,0.0010776,,,meta-llama/llama-4-maverick,0.0
32,917,34.45290970802307,1373,2290,0.00096135,,,meta-llama/llama-4-maverick,0.0
33,1000,35.63366103172302,1401,2401,0.0009906,,,meta-llama/llama-4-maverick,0.0384615384615384
34,2299,21.806257724761963,1504,3803,0.00189913,,,meta-llama/llama-4-maverick,0.0
35,2585,26.963255643844604,1122,3707,0.00106095,,,meta-llama/llama-4-maverick,0.1
36,1562,9.77587890625,950,2512,0.0014967,,,meta-llama/llama-4-maverick,0.0
37,2166,14.83258891105652,1280,3446,0.00167282,,,meta-llama/llama-4-maverick,0.04
38,2192,16.823278665542603,1153,3345,0.00157189,,,meta-llama/llama-4-maverick,0.08
39,1819,35.612080812454224,1401,3220,0.00111345,,,meta-llama/llama-4-maverick,0.1538461538461538
40,2579,17.621891260147095,1227,3806,0.00173928,,,meta-llama/llama-4-maverick,0.1428571428571428
41,1869,9.799935817718506,1160,3029,0.00181415,,,meta-llama/llama-4-maverick,0.0
42,1630,29.66007947921753,1158,2788,0.0009393,,,meta-llama/llama-4-maverick,0.1153846153846153
43,1503,26.02478408813477,1035,2538,0.00084645,,,meta-llama/llama-4-maverick,0.081967213114754
44,1865,32.482200622558594,1312,3177,0.00106695,,,meta-llama/llama-4-maverick,0.0
45,2388,22.384466409683228,1297,3685,0.00174721,,,meta-llama/llama-4-maverick,0.0
46,2538,28.372315168380737,1087,3625,0.0010329,,,meta-llama/llama-4-maverick,0.1
47,2246,33.58376502990723,1351,3597,0.0011475,,,meta-llama/llama-4-maverick,0.0344827586206896
48,2034,42.06657028198242,1735,3769,0.0013461,,,meta-llama/llama-4-maverick,0.1052631578947368
49,1707,21.763553857803345,1369,3076,0.00162454,,,meta-llama/llama-4-maverick,0.1
50,2234,13.996701717376707,1247,3481,0.00166313,,,meta-llama/llama-4-maverick,0.048780487804878
51,2487,8.684189796447754,1095,3582,0.00196545,,,meta-llama/llama-4-maverick,0.0222222222222222
52,2938,36.98782515525818,1499,4437,0.0013401,,,meta-llama/llama-4-maverick,0.0
53,2085,21.333312034606934,1337,3422,0.0016994,,,meta-llama/llama-4-maverick,0.088235294117647
54,2215,31.25820207595825,1296,3511,0.00110985,,,meta-llama/llama-4-maverick,0.0217391304347826
55,1827,26.851064443588257,1063,2890,0.00091185,,,meta-llama/llama-4-maverick,0.0263157894736842
56,2037,25.098217487335205,950,2987,0.00087555,,,meta-llama/llama-4-maverick,0.1025641025641025
57,2008,15.917593717575071,1153,3161,0.00152221,,,meta-llama/llama-4-maverick,0.0
58,2028,31.43058514595032,1289,3317,0.0010776,,,meta-llama/llama-4-maverick,0.1111111111111111
59,2051,29.23505663871765,1206,3257,0.00103125,,,meta-llama/llama-4-maverick,0.0
60,2543,25.258362293243408,1614,4157,0.00205851,,,meta-llama/llama-4-maverick,0.05
61,1745,30.461812496185303,1207,2952,0.00098595,,,meta-llama/llama-4-maverick,0.0769230769230769
62,3459,42.55523014068604,1738,5197,0.00156165,,,meta-llama/llama-4-maverick,0.2
63,2613,20.282862901687626,1438,4051,0.00192781,,,meta-llama/llama-4-maverick,0.0
64,1849,28.531795501708984,1176,3025,0.00098295,,,meta-llama/llama-4-maverick,0.0465116279069767
65,1826,6.64273476600647,865,2691,0.0015041,,,meta-llama/llama-4-maverick,0.0714285714285714
66,1315,31.66337776184082,1332,2647,0.00099645,,,meta-llama/llama-4-maverick,0.0909090909090909
67,1815,33.7355637550354,1462,3277,0.00114945,,,meta-llama/llama-4-maverick,0.1333333333333333
68,2294,33.3461217880249,1411,3705,0.0011907,,,meta-llama/llama-4-maverick,0.03125
69,2199,25.578653812408447,1574,3773,0.00193163,,,meta-llama/llama-4-maverick,0.0
70,1889,30.8870017528534,1298,3187,0.00106215,,,meta-llama/llama-4-maverick,0.088235294117647
71,1873,31.65789484977722,1321,3194,0.00107355,,,meta-llama/llama-4-maverick,0.0434782608695652
72,2836,30.770593881607056,1306,4142,0.001209,,,meta-llama/llama-4-maverick,0.2142857142857142
73,1959,32.315069913864136,1370,3329,0.00111585,,,meta-llama/llama-4-maverick,0.0
74,2126,32.87023997306824,1399,3525,0.0011583,,,meta-llama/llama-4-maverick,0.0
75,1803,21.37989521026612,913,2716,0.00081825,,,meta-llama/llama-4-maverick,0.1304347826086956
76,2276,34.32245779037476,1532,3808,0.0012606,,,meta-llama/llama-4-maverick,0.0666666666666666
77,2352,34.84961485862732,1508,3860,0.0012576,,,meta-llama/llama-4-maverick,0.0555555555555555
78,3227,23.08631539344788,989,4216,0.00107745,,,meta-llama/llama-4-maverick,0.3333333333333333
79,2390,29.370450973510746,1274,3664,0.0011229,,,meta-llama/llama-4-maverick,0.0
80,2247,29.51444697380066,1290,3537,0.00111105,,,meta-llama/llama-4-maverick,0.0606060606060606
0,1814,63.78791165351868,1709,3523,0.00159194,,,mistralai/mistral-small-3.1-24b-instruct,0.1071428571428571
1,1420,68.7027678489685,1598,3018,0.00139188,,,mistralai/mistral-small-3.1-24b-instruct,0.125
2,2093,74.8110523223877,1462,3555,0.00155127,,,mistralai/mistral-small-3.1-24b-instruct,0.3333333333333333
3,2581,73.62526154518127,1678,4259,0.00184303,,,mistralai/mistral-small-3.1-24b-instruct,0.037037037037037
4,1287,57.091774702072144,1332,2619,0.00119637,,,mistralai/mistral-small-3.1-24b-instruct,0.0
5,2162,61.975433588027954,1430,3592,0.0015575,,,mistralai/mistral-small-3.1-24b-instruct,0.08
6,1926,74.91452836990356,1695,3621,0.0016233,,,mistralai/mistral-small-3.1-24b-instruct,0.048780487804878
7,1751,48.235273361206055,1367,3118,0.00137837,,,mistralai/mistral-small-3.1-24b-instruct,0.0
8,2315,53.8375403881073,1050,3365,0.00139825,,,mistralai/mistral-small-3.1-24b-instruct,0.0
9,2924,43.58345818519592,1093,4017,0.00163548,,,mistralai/mistral-small-3.1-24b-instruct,0.0909090909090909
10,1579,60.03899121284485,1269,2848,0.00126329,,,mistralai/mistral-small-3.1-24b-instruct,0.0769230769230769
11,1652,89.367751121521,2147,3799,0.00178052,,,mistralai/mistral-small-3.1-24b-instruct,0.0256410256410256
12,1448,50.05773448944092,1245,2693,0.001204,,,mistralai/mistral-small-3.1-24b-instruct,0.0
13,1245,63.97902965545654,1362,2607,0.00119847,,,mistralai/mistral-small-3.1-24b-instruct,0.0851063829787234
14,2006,47.54780602455139,1170,3176,0.0013573,,,mistralai/mistral-small-3.1-24b-instruct,0.0416666666666666
15,2368,62.61334466934204,1496,3864,0.00166656,,,mistralai/mistral-small-3.1-24b-instruct,0.0526315789473684
16,1962,57.97903656959534,1537,3499,0.00154742,,,mistralai/mistral-small-3.1-24b-instruct,0.25
17,2012,57.006577014923096,1289,3301,0.00142604,,,mistralai/mistral-small-3.1-24b-instruct,0.0
18,1725,41.04802942276001,989,2714,0.00115759,,,mistralai/mistral-small-3.1-24b-instruct,0.0232558139534883
19,2646,63.09138488769531,1660,4306,0.0018557,,,mistralai/mistral-small-3.1-24b-instruct,0.1666666666666666
20,2322,51.78852558135986,1380,3702,0.0015855,,,mistralai/mistral-small-3.1-24b-instruct,0.1111111111111111
21,2528,55.23787593841553,1297,3825,0.00161112,,,mistralai/mistral-small-3.1-24b-instruct,0.15
22,1451,72.44625639915466,1863,3314,0.00155113,,,mistralai/mistral-small-3.1-24b-instruct,0.0384615384615384
23,2446,48.39836239814758,1362,3808,0.00161882,,,mistralai/mistral-small-3.1-24b-instruct,0.0
24,1313,71.79094409942627,1343,2656,0.00121163,,,mistralai/mistral-small-3.1-24b-instruct,0.0571428571428571
25,2118,50.416478633880615,1414,3532,0.00153314,,,mistralai/mistral-small-3.1-24b-instruct,0.054054054054054
26,2606,53.636767864227295,1457,4063,0.00172802,,,mistralai/mistral-small-3.1-24b-instruct,0.1081081081081081
27,2235,47.48212170600891,1194,3429,0.00145089,,,mistralai/mistral-small-3.1-24b-instruct,0.064516129032258
28,865,41.539783239364624,1245,2110,0.00099995,,,mistralai/mistral-small-3.1-24b-instruct,0.0
29,1443,47.12657308578491,1054,2497,0.00109529,,,mistralai/mistral-small-3.1-24b-instruct,0.3333333333333333
30,1087,71.24189519882202,1696,2783,0.00133021,,,mistralai/mistral-small-3.1-24b-instruct,0.0
31,1868,64.22838878631592,1496,3364,0.00149156,,,mistralai/mistral-small-3.1-24b-instruct,0.1111111111111111
32,980,54.15212941169739,1153,2133,0.00098868,,,mistralai/mistral-small-3.1-24b-instruct,0.0
33,1092,44.65844964981079,1147,2239,0.00102452,,,mistralai/mistral-small-3.1-24b-instruct,0.074074074074074
34,2431,62.253257274627686,1627,4058,0.00176197,,,mistralai/mistral-small-3.1-24b-instruct,0.0
35,2771,76.07728505134583,1617,4388,0.00187537,,,mistralai/mistral-small-3.1-24b-instruct,0.1578947368421052
36,1657,73.67114567756653,1733,3390,0.00155043,,,mistralai/mistral-small-3.1-24b-instruct,0.0769230769230769
37,2230,47.795387506484985,1143,3373,0.00142058,,,mistralai/mistral-small-3.1-24b-instruct,0.0434782608695652
38,2305,68.53246355056763,1583,3888,0.00169323,,,mistralai/mistral-small-3.1-24b-instruct,0.0833333333333333
39,1896,45.414430141448975,1288,3184,0.00138488,,,mistralai/mistral-small-3.1-24b-instruct,0.1538461538461538
40,2740,72.711186170578,1637,4377,0.00187572,,,mistralai/mistral-small-3.1-24b-instruct,0.0285714285714285
41,1998,69.90656590461731,1661,3659,0.00162946,,,mistralai/mistral-small-3.1-24b-instruct,0.2666666666666666
42,1711,42.8072681427002,1161,2872,0.00124901,,,mistralai/mistral-small-3.1-24b-instruct,0.1666666666666666
43,1570,90.48098921775818,2103,3673,0.00172718,,,mistralai/mistral-small-3.1-24b-instruct,0.0655737704918032
44,1981,72.96313762664795,1742,3723,0.00166887,,,mistralai/mistral-small-3.1-24b-instruct,0.1111111111111111
45,2489,77.13322973251343,1834,4323,0.00189819,,,mistralai/mistral-small-3.1-24b-instruct,0.0
46,2667,73.80068302154541,1642,4309,0.00185297,,,mistralai/mistral-small-3.1-24b-instruct,0.1052631578947368
47,2352,76.0898027420044,1489,3841,0.00165704,,,mistralai/mistral-small-3.1-24b-instruct,0.15625
48,2117,67.37100958824158,1455,3572,0.00155575,,,mistralai/mistral-small-3.1-24b-instruct,0.0
49,1788,73.48620891571045,1624,3412,0.00153524,,,mistralai/mistral-small-3.1-24b-instruct,0.1666666666666666
50,2374,82.85664319992065,1355,3729,0.0015897,,,mistralai/mistral-small-3.1-24b-instruct,0.048780487804878
51,2703,34.59838128089905,1083,3786,0.00155253,,,mistralai/mistral-small-3.1-24b-instruct,0.1521739130434782
52,3053,59.96071672439575,1433,4486,0.00187103,,,mistralai/mistral-small-3.1-24b-instruct,0.0
53,2186,87.29702806472778,1245,3431,0.0014623,,,mistralai/mistral-small-3.1-24b-instruct,0.1428571428571428
54,2327,52.659578800201416,1431,3758,0.00161581,,,mistralai/mistral-small-3.1-24b-instruct,0.073170731707317
55,1929,38.145268201828,938,2867,0.00120043,,,mistralai/mistral-small-3.1-24b-instruct,0.0555555555555555
56,2136,60.30862808227539,1306,3442,0.00147896,,,mistralai/mistral-small-3.1-24b-instruct,0.025
57,2092,54.36726975440979,1386,3478,0.00150836,,,mistralai/mistral-small-3.1-24b-instruct,0.0
58,2130,68.64914178848267,1425,3555,0.0015435,,,mistralai/mistral-small-3.1-24b-instruct,0.081081081081081
59,2128,57.96193027496338,1311,3439,0.00147896,,,mistralai/mistral-small-3.1-24b-instruct,0.0833333333333333
60,2656,57.34351921081543,1435,4091,0.0017332,,,mistralai/mistral-small-3.1-24b-instruct,0.05
61,1861,59.12063646316528,1538,3399,0.00151263,,,mistralai/mistral-small-3.1-24b-instruct,0.0
62,3624,71.23153352737427,1587,5211,0.00215712,,,mistralai/mistral-small-3.1-24b-instruct,0.2222222222222222
63,2810,63.45349073410034,1447,4257,0.00179382,,,mistralai/mistral-small-3.1-24b-instruct,0.1111111111111111
64,1966,61.88842391967773,1533,3499,0.00154658,,,mistralai/mistral-small-3.1-24b-instruct,0.1162790697674418
65,1924,57.866222620010376,1350,3274,0.0014294,,,mistralai/mistral-small-3.1-24b-instruct,0.1590909090909091
66,1372,80.15523314476013,1627,2999,0.00139132,,,mistralai/mistral-small-3.1-24b-instruct,0.0
67,1933,65.14265370368958,1527,3460,0.00153167,,,mistralai/mistral-small-3.1-24b-instruct,0.0588235294117647
68,2423,50.38317680358887,1230,3653,0.00153685,,,mistralai/mistral-small-3.1-24b-instruct,0.1071428571428571
69,2316,61.27066254615784,1309,3625,0.00154364,,,mistralai/mistral-small-3.1-24b-instruct,0.0
70,1984,57.89352440834045,1310,3294,0.001428,,,mistralai/mistral-small-3.1-24b-instruct,0.0857142857142857
71,2000,40.33149719238281,1124,3124,0.00132944,,,mistralai/mistral-small-3.1-24b-instruct,0.1304347826086956
72,3021,64.92593741416931,1674,4695,0.00199479,,,mistralai/mistral-small-3.1-24b-instruct,0.0714285714285714
73,2025,46.09086489677429,1220,3245,0.00139195,,,mistralai/mistral-small-3.1-24b-instruct,0.0
74,2260,56.31740117073059,1584,3844,0.00167804,,,mistralai/mistral-small-3.1-24b-instruct,0.0
75,1920,54.29871582984924,1149,3069,0.00131544,,,mistralai/mistral-small-3.1-24b-instruct,0.1458333333333333
76,2424,91.2441291809082,1996,4420,0.00196616,,,mistralai/mistral-small-3.1-24b-instruct,0.3684210526315789
77,2485,71.60222220420837,1697,4182,0.00182007,,,mistralai/mistral-small-3.1-24b-instruct,0.1666666666666666
78,3525,80.12984204292297,1706,5231,0.00218911,,,mistralai/mistral-small-3.1-24b-instruct,0.3333333333333333
79,2543,78.53956723213196,1758,4301,0.00187453,,,mistralai/mistral-small-3.1-24b-instruct,0.1
80,2336,70.46500444412231,1394,3730,0.00159824,,,mistralai/mistral-small-3.1-24b-instruct,0.0
0,1812,61.95043778419495,3434,5246,0.0059058,,,mistralai/mistral-large-2512,0.1071428571428571
1,1418,81.97435307502747,4230,5648,0.0069028,,,mistralai/mistral-large-2512,0.0952380952380952
2,2091,104.9434266090393,5673,7764,0.009555,,,mistralai/mistral-large-2512,0.2666666666666666
3,2579,52.95177745819092,2795,5374,0.0053308,,,mistralai/mistral-large-2512,0.1739130434782608
4,1285,98.8032283782959,4577,5862,0.007508,,,mistralai/mistral-large-2512,0.0
5,2160,84.40177583694458,4424,6584,0.007716,,,mistralai/mistral-large-2512,0.1724137931034483
6,1924,61.18998837471008,3336,5260,0.0058148,,,mistralai/mistral-large-2512,0.1
7,1749,44.02410387992859,2459,4208,0.0044046,,,mistralai/mistral-large-2512,0.0
8,2313,52.38107204437256,2810,5123,0.0052131,,,mistralai/mistral-large-2512,0.0
9,2922,72.8548493385315,3926,6848,0.0071988,,,mistralai/mistral-large-2512,0.1666666666666666
10,1577,86.49391102790833,4715,6292,0.007861,,,mistralai/mistral-large-2512,0.3076923076923077
11,1650,59.43425154685974,3382,5032,0.0057468,,,mistralai/mistral-large-2512,0.0769230769230769
12,1446,62.93772459030152,3431,4877,0.0057111,,,mistralai/mistral-large-2512,0.0
13,1243,90.74146151542664,4951,6194,0.0078968,,,mistralai/mistral-large-2512,0.1041666666666666
14,2004,90.34393501281738,5068,7072,0.008604,,,mistralai/mistral-large-2512,0.0416666666666666
15,2366,95.05309057235718,5368,7734,0.0090838,,,mistralai/mistral-large-2512,0.2
16,1960,51.374759674072266,2918,4878,0.0052058,,,mistralai/mistral-large-2512,0.2727272727272727
17,2010,75.25945925712585,3995,6005,0.0068463,,,mistralai/mistral-large-2512,0.0
18,1723,90.98956155776978,5219,6942,0.0085388,,,mistralai/mistral-large-2512,0.024390243902439
19,2644,77.89670038223267,4277,6921,0.0075863,,,mistralai/mistral-large-2512,0.0555555555555555
20,2320,108.45858788490295,6314,8634,0.0104726,,,mistralai/mistral-large-2512,0.0
21,2526,79.74607467651367,4230,6756,0.0074496,,,mistralai/mistral-large-2512,0.15
22,1449,75.29712247848511,3908,5357,0.0064353,,,mistralai/mistral-large-2512,0.037037037037037
23,2444,73.76494908332825,4120,6564,0.0072508,,,mistralai/mistral-large-2512,0.0555555555555555
24,1311,61.69531011581421,3556,4867,0.0058383,,,mistralai/mistral-large-2512,0.0294117647058823
25,2116,69.1752667427063,3912,6028,0.0067676,,,mistralai/mistral-large-2512,0.0
26,2604,92.72147750854492,4878,7482,0.0084678,,,mistralai/mistral-large-2512,0.1111111111111111
27,2233,89.02315497398376,5365,7598,0.0090128,,,mistralai/mistral-large-2512,0.0
28,863,80.55112147331238,4397,5260,0.0068758,,,mistralai/mistral-large-2512,0.0714285714285714
29,1441,67.06548428535461,3506,4947,0.0058283,,,mistralai/mistral-large-2512,0.2727272727272727
30,1085,53.45599532127381,3162,4247,0.0051343,,,mistralai/mistral-large-2512,0.0
31,1866,96.27061104774477,5136,7002,0.0084786,,,mistralai/mistral-large-2512,0.0
32,978,101.48927569389345,4663,5641,0.0073323,,,mistralai/mistral-large-2512,0.0
33,1090,82.58963823318481,4164,5254,0.0066398,,,mistralai/mistral-large-2512,0.0416666666666666
34,2429,70.83214569091797,3793,6222,0.0067456,,,mistralai/mistral-large-2512,0.0
35,2769,72.21870255470276,3905,6674,0.0070908,,,mistralai/mistral-large-2512,0.0975609756097561
36,1655,53.23311758041382,2854,4509,0.0049501,,,mistralai/mistral-large-2512,0.0833333333333333
37,2228,75.07857847213745,4242,6470,0.0073258,,,mistralai/mistral-large-2512,0.0
38,2303,81.3403217792511,4334,6637,0.0074941,,,mistralai/mistral-large-2512,0.0869565217391304
39,1894,59.74200820922852,3216,5110,0.0056198,,,mistralai/mistral-large-2512,0.1333333333333333
40,2738,79.10625529289246,3966,6704,0.007318,,,mistralai/mistral-large-2512,0.1142857142857142
41,1996,70.60475301742554,3524,5520,0.0061328,,,mistralai/mistral-large-2512,0.25
42,1709,76.56121706962585,3869,5578,0.006658,,,mistralai/mistral-large-2512,0.125
43,1568,107.07662987709044,4972,6540,0.008242,,,mistralai/mistral-large-2512,0.1311475409836065
44,1979,75.65178418159485,4184,6163,0.0071143,,,mistralai/mistral-large-2512,0.1111111111111111
45,2487,79.20403981208801,4484,6971,0.0078183,,,mistralai/mistral-large-2512,0.125
46,2665,88.24916481971741,4512,7177,0.0079493,,,mistralai/mistral-large-2512,0.1052631578947368
47,2350,110.92537808418274,6103,8453,0.0103295,,,mistralai/mistral-large-2512,0.125
48,2115,138.91041159629822,5013,7128,0.0084258,,,mistralai/mistral-large-2512,0.0625
49,1786,63.05945682525635,3491,5277,0.0061295,,,mistralai/mistral-large-2512,0.2
50,2372,98.14820623397829,4425,6797,0.0078235,,,mistralai/mistral-large-2512,0.048780487804878
51,2701,61.71850085258484,3157,5858,0.0059348,,,mistralai/mistral-large-2512,0.1276595744680851
52,3051,88.05533242225647,5061,8112,0.0089658,,,mistralai/mistral-large-2512,0.0
53,2184,91.11682677268982,5154,7338,0.008823,,,mistralai/mistral-large-2512,0.0285714285714285
54,2325,117.7566409111023,6202,8527,0.0103143,,,mistralai/mistral-large-2512,0.0
55,1927,89.74636554718018,3877,5804,0.0066278,,,mistralai/mistral-large-2512,0.0833333333333333
56,2134,62.687156200408936,3357,5491,0.0059513,,,mistralai/mistral-large-2512,0.0
57,2090,106.45622777938844,6144,8234,0.0101098,,,mistralai/mistral-large-2512,0.0
58,2128,138.85306215286255,8379,10507,0.0134741,,,mistralai/mistral-large-2512,0.0294117647058823
59,2126,59.18153691291809,2963,5089,0.0053563,,,mistralai/mistral-large-2512,0.0
60,2654,85.36978149414062,4397,7051,0.0077713,,,mistralai/mistral-large-2512,0.05
61,1859,118.40188217163086,7009,8868,0.0112918,,,mistralai/mistral-large-2512,0.0
62,3622,88.72613263130188,4877,8499,0.0089753,,,mistralai/mistral-large-2512,0.2
63,2808,118.84576106071472,6643,9451,0.0112173,,,mistralai/mistral-large-2512,0.0
64,1964,86.12637662887573,4766,6730,0.0079726,,,mistralai/mistral-large-2512,0.1627906976744186
65,1922,85.5038001537323,4713,6635,0.0078793,,,mistralai/mistral-large-2512,0.0476190476190476
66,1370,64.37228798866272,3519,4889,0.0058123,,,mistralai/mistral-large-2512,0.0666666666666666
67,1931,75.74342894554138,4420,6351,0.0074443,,,mistralai/mistral-large-2512,0.0
68,2421,92.39868497848512,5141,7562,0.0087708,,,mistralai/mistral-large-2512,0.0714285714285714
69,2314,110.45475339889526,6754,9068,0.0111368,,,mistralai/mistral-large-2512,0.0
70,1982,69.92570424079895,3965,5947,0.0067801,,,mistralai/mistral-large-2512,0.1470588235294117
71,1998,55.97460627555847,3078,5076,0.0054648,,,mistralai/mistral-large-2512,0.0
72,3019,104.97036743164062,6106,9125,0.0105173,,,mistralai/mistral-large-2512,0.2
73,2023,76.68725180625916,4154,6177,0.0070913,,,mistralai/mistral-large-2512,0.0
74,2258,87.08333587646484,5008,7266,0.0084898,,,mistralai/mistral-large-2512,0.0
75,1918,94.28662490844728,5597,7515,0.0092033,,,mistralai/mistral-large-2512,0.1020408163265306
76,2422,67.53953313827515,3582,6004,0.0064328,,,mistralai/mistral-large-2512,0.0
77,2483,80.35557413101196,4519,7002,0.0078688,,,mistralai/mistral-large-2512,0.1363636363636363
78,3523,69.37303733825684,3849,7372,0.007535,,,mistralai/mistral-large-2512,0.3333333333333333
79,2541,92.43509531021118,3420,5961,0.0062493,,,mistralai/mistral-large-2512,0.2105263157894736
80,2334,67.73209118843079,3703,6037,0.0065631,,,mistralai/mistral-large-2512,0.0909090909090909
0,1758,28.81449556350708,1373,3131,0.0010875,,,openai/gpt-4o-mini-2024-07-18,0.0
1,1348,21.36360764503479,1086,2434,0.0008538,,,openai/gpt-4o-mini-2024-07-18,0.0
2,2079,23.241695165634155,1160,3239,0.00100785,,,openai/gpt-4o-mini-2024-07-18,0.0909090909090909
3,2471,23.81918334960937,1192,3663,0.00108585,,,openai/gpt-4o-mini-2024-07-18,0.0454545454545454
4,1224,24.024272441864014,1208,2432,0.0009084,,,openai/gpt-4o-mini-2024-07-18,0.0
5,2078,24.70167326927185,1194,3272,0.0010281,,,openai/gpt-4o-mini-2024-07-18,0.0
6,1873,19.70062160491944,1008,2881,0.00088575,,,openai/gpt-4o-mini-2024-07-18,0.0
7,1645,26.62744903564453,1350,2995,0.00105675,,,openai/gpt-4o-mini-2024-07-18,1.0
8,2221,25.09749126434326,1240,3461,0.00107715,,,openai/gpt-4o-mini-2024-07-18,0.0588235294117647
9,2846,22.467368125915527,1115,3961,0.0010959,,,openai/gpt-4o-mini-2024-07-18,0.0909090909090909
10,1543,26.90688800811768,1371,2914,0.00105405,,,openai/gpt-4o-mini-2024-07-18,0.0
11,1614,24.66629719734192,1253,2867,0.0009939,,,openai/gpt-4o-mini-2024-07-18,0.0277777777777777
12,1406,22.073797702789307,1115,2521,0.0008799,,,openai/gpt-4o-mini-2024-07-18,0.0
13,1212,21.222044706344604,1075,2287,0.0008268,,,openai/gpt-4o-mini-2024-07-18,0.0212765957446808
14,1902,27.25014925003052,1383,3285,0.0011151,,,openai/gpt-4o-mini-2024-07-18,0.0434782608695652
15,2275,24.95308780670166,1227,3502,0.00107745,,,openai/gpt-4o-mini-2024-07-18,0.0
16,1906,22.09191131591797,1115,3021,0.0009549,,,openai/gpt-4o-mini-2024-07-18,0.0909090909090909
17,1966,21.114666223526,1069,3035,0.0009363,,,openai/gpt-4o-mini-2024-07-18,0.0909090909090909
18,1648,25.73720121383667,1200,2848,0.0009672,,,openai/gpt-4o-mini-2024-07-18,0.0
19,2580,26.065476179122925,1321,3901,0.0011796,,,openai/gpt-4o-mini-2024-07-18,0.0555555555555555
