index,model,finish_reason,prompt_tokens,time,completion_tokens,total_tokens,total_cost,temperature,top_p,legal_ref_sim,score_Judge (gpt-oss-120b),score_Judge (qwen3.6-35b-a3b),score_Judge (DeepSeek-V4-Flash-0731)
11,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1840.0,27.62644600868225,1843.0,3683.0,,,,0.081081081081081,0.2,0.1,0.2
12,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1636.0,20.2767813205719,1359.0,2995.0,,,,0.0,0.2,0.3,0.2
13,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1433.0,24.12821078300476,1625.0,3058.0,,,,0.125,0.2,0.3,0.2
14,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2194.0,17.307943105697632,1177.0,3371.0,,,,0.04,0.1,0.2,0.1
15,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2556.0,43.11769437789917,2872.0,5428.0,,,,0.1739130434782608,0.3,0.4,0.2
16,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2150.0,27.049437046051025,1812.0,3962.0,,,,0.0909090909090909,0.3,0.3,0.2
17,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2200.0,28.77319860458374,1925.0,4125.0,,,,0.0,0.2,0.3,0.2
18,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1913.0,22.917964458465576,1537.0,3450.0,,,,0.073170731707317,0.3,0.2,0.2
19,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2834.0,32.04025769233704,2131.0,4965.0,,,,0.1111111111111111,0.1,0.2,0.1
20,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2510.0,25.42046523094177,1668.0,4178.0,,,,0.0,0.3,0.2,0.3
21,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2716.0,40.70701289176941,2745.0,5461.0,,,,0.2105263157894736,0.3,0.2,0.2
22,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1639.0,31.23654198646545,2089.0,3728.0,,,,0.1111111111111111,0.1,0.2,0.2
23,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2634.0,23.713571786880493,1560.0,4194.0,,,,0.0588235294117647,0.3,0.3,0.2
24,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1501.0,22.156366109848022,1465.0,2966.0,,,,0.03125,0.2,0.3,0.2
25,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2306.0,20.483834505081177,1362.0,3668.0,,,,0.0277777777777777,0.1,0.2,0.2
26,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2794.0,19.529699563980103,1310.0,4104.0,,,,0.1052631578947368,0.3,0.3,0.2
27,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2423.0,21.766752243041992,1481.0,3904.0,,,,0.1081081081081081,0.3,0.2,0.2
28,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1053.0,15.350967407226562,1061.0,2114.0,,,,0.0,0.1,0.1,0.2
29,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1631.0,25.40488028526306,1789.0,3420.0,,,,0.25,0.3,0.4,0.2
30,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1275.0,22.529526472091675,1589.0,2864.0,,,,0.1818181818181818,0.2,0.3,0.2
31,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2056.0,20.09028005599976,1430.0,3486.0,,,,0.125,0.2,0.3,0.2
32,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1168.0,19.431231260299683,1394.0,2562.0,,,,0.1,0.2,0.3,0.1
33,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1280.0,23.69469308853149,1672.0,2952.0,,,,0.1666666666666666,0.3,0.2,0.2
34,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2619.0,19.636684894561768,1380.0,3999.0,,,,0.0869565217391304,0.2,0.1,0.2
35,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2959.0,29.20414638519287,2068.0,5027.0,,,,0.1025641025641025,0.3,0.2,0.1
36,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1845.0,25.63457465171814,1798.0,3643.0,,,,0.0,0.3,0.3,0.2
37,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2418.0,28.113786220550537,1966.0,4384.0,,,,0.1428571428571428,0.3,0.4,0.2
38,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2493.0,19.12476873397827,1354.0,3847.0,,,,0.0416666666666666,0.2,0.2,0.1
39,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2084.0,26.52985191345215,1784.0,3868.0,,,,0.1666666666666666,0.2,0.3,0.2
40,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2928.0,21.00256896018982,1436.0,4364.0,,,,0.088235294117647,0.2,0.3,0.3
41,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2186.0,21.866539478302,1487.0,3673.0,,,,0.0,0.4,0.3,0.2
42,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1899.0,21.18295526504517,1452.0,3351.0,,,,0.0,0.1,0.2,0.2
43,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1758.0,20.92321538925171,1420.0,3178.0,,,,0.1,0.3,0.3,0.2
44,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2169.0,21.68342924118042,1442.0,3611.0,,,,0.0,0.2,0.2,0.2
45,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2677.0,28.7459237575531,1879.0,4556.0,,,,0.1428571428571428,0.2,0.3,0.2
46,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2855.0,16.243905067443848,1053.0,3908.0,,,,0.0588235294117647,0.2,0.2,0.3
47,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2540.0,25.5535306930542,1684.0,4224.0,,,,0.25,0.1,0.2,0.2
48,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2305.0,22.166887283325195,1454.0,3759.0,,,,0.1176470588235294,0.2,0.2,0.2
49,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1976.0,23.916051626205444,1554.0,3530.0,,,,0.2142857142857142,0.2,0.2,0.1
50,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2562.0,22.513911724090576,1455.0,4017.0,,,,0.1162790697674418,0.2,0.3,0.2
51,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2891.0,18.29010343551636,1185.0,4076.0,,,,0.0909090909090909,0.3,0.4,0.3
52,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,3241.0,22.12577533721924,1437.0,4678.0,,,,0.0,0.2,0.2,0.1
53,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2374.0,32.27731466293335,2112.0,4486.0,,,,0.1470588235294117,0.3,0.3,0.2
54,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2515.0,20.0017511844635,1298.0,3813.0,,,,0.1162790697674418,0.2,0.3,0.2
55,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2117.0,26.586798667907715,1744.0,3861.0,,,,0.2051282051282051,0.2,0.1,0.2
56,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2324.0,21.7700719833374,1410.0,3734.0,,,,0.1081081081081081,0.2,0.2,0.2
57,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2280.0,25.12221074104309,1639.0,3919.0,,,,0.0,0.2,0.2,0.2
58,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2318.0,27.80848932266236,1834.0,4152.0,,,,0.0571428571428571,0.3,0.4,0.2
59,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2316.0,20.42697262763977,1331.0,3647.0,,,,0.0434782608695652,0.2,0.2,0.2
60,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2844.0,28.16738605499268,1884.0,4728.0,,,,0.0454545454545454,0.2,0.1,0.2
61,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2049.0,27.71175336837769,1855.0,3904.0,,,,0.04,0.2,0.3,0.2
62,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,3812.0,32.557218074798584,2192.0,6004.0,,,,0.2,0.2,0.2,0.2
63,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2998.0,30.168328046798703,2033.0,5031.0,,,,0.0,0.2,0.2,0.2
64,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2154.0,23.521122455596924,1584.0,3738.0,,,,0.0930232558139534,0.3,0.4,0.2
65,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2112.0,19.01419305801392,1300.0,3412.0,,,,0.0476190476190476,0.2,0.3,0.2
66,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,1560.0,28.48895239830017,1951.0,3511.0,,,,0.1666666666666666,0.3,0.3,0.2
67,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2121.0,25.686607599258423,1771.0,3892.0,,,,0.1666666666666666,0.2,0.3,0.2
68,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2611.0,26.45335054397583,1806.0,4417.0,,,,0.1379310344827586,0.2,0.3,0.2
69,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2504.0,26.245652198791504,1772.0,4276.0,,,,0.0,0.2,0.3,0.2
70,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2172.0,29.165303945541385,1948.0,4120.0,,,,0.1111111111111111,0.3,0.3,0.2
71,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2188.0,19.051064491271973,1280.0,3468.0,,,,0.24,0.2,0.1,0.1
72,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,3209.0,25.460222482681274,1693.0,4902.0,,,,0.2307692307692307,0.2,0.2,0.2
73,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2213.0,27.035839796066284,1809.0,4022.0,,,,0.1162790697674418,0.2,0.2,0.3
74,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2448.0,193.84450125694275,15157.0,17605.0,,,,0.0769230769230769,0.1,0.1,0.1
75,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2108.0,27.975394010543823,1885.0,3993.0,,,,0.1914893617021276,0.3,0.3,0.2
76,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2612.0,35.060293436050415,2435.0,5047.0,,,,0.3333333333333333,0.3,0.4,0.3
77,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2673.0,27.270766496658325,1862.0,4535.0,,,,0.1176470588235294,0.2,0.2,0.4
78,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,3713.0,20.10265016555786,1359.0,5072.0,,,,0.3333333333333333,0.2,0.2,0.2
79,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2731.0,21.15104722976685,1449.0,4180.0,,,,0.0588235294117647,0.1,0.2,0.2
80,RedHatAI/Mistral-Small-3.2-24B-Instruct-2506-FP8,stop,2524.0,25.25270366668701,1768.0,4292.0,,,,0.125,0.2,0.2,0.2
0,RedHatAI/gemma-4-31B-it-FP8-block,stop,2023.0,130.3001480102539,3884.0,5907.0,,,,0.2,0.3,0.4,0.4
1,RedHatAI/gemma-4-31B-it-FP8-block,stop,1624.0,148.0887851715088,4353.0,5977.0,,,,0.1333333333333333,0.2,0.3,0.2
2,RedHatAI/gemma-4-31B-it-FP8-block,stop,2364.0,144.69657516479492,4266.0,6630.0,,,,0.1428571428571428,0.5,0.7,0.4
3,RedHatAI/gemma-4-31B-it-FP8-block,stop,2837.0,157.42149806022644,4591.0,7428.0,,,,0.2272727272727272,0.4,0.5,0.3
4,RedHatAI/gemma-4-31B-it-FP8-block,stop,1489.0,128.38389039039612,3836.0,5325.0,,,,0.0588235294117647,0.2,0.3,0.3
5,RedHatAI/gemma-4-31B-it-FP8-block,stop,2394.0,163.82761931419373,4753.0,7147.0,,,,0.16,0.4,0.4,0.3
6,RedHatAI/gemma-4-31B-it-FP8-block,stop,2138.0,217.4928498268128,6151.0,8289.0,,,,0.0789473684210526,0.3,0.2,0.2
7,RedHatAI/gemma-4-31B-it-FP8-block,stop,1931.0,153.66950106620789,4500.0,6431.0,,,,,0.4,0.5,0.3
8,RedHatAI/gemma-4-31B-it-FP8-block,stop,2524.0,171.9597189426422,4959.0,7483.0,,,,0.0,0.4,0.7,0.3
9,RedHatAI/gemma-4-31B-it-FP8-block,stop,3145.0,175.01037621498108,5033.0,8178.0,,,,0.1,0.2,0.2,0.2
10,RedHatAI/gemma-4-31B-it-FP8-block,stop,1787.0,157.42399501800537,4346.0,6133.0,,,,0.2666666666666666,0.3,0.5,0.3
11,RedHatAI/gemma-4-31B-it-FP8-block,stop,1876.0,161.19850754737854,4455.0,6331.0,,,,0.0263157894736842,0.2,0.2,0.3
12,RedHatAI/gemma-4-31B-it-FP8-block,stop,1648.0,139.46207547187805,3875.0,5523.0,,,,0.0,0.4,0.5,0.4
13,RedHatAI/gemma-4-31B-it-FP8-block,stop,1450.0,226.2114584445953,6183.0,7633.0,,,,0.108695652173913,,0.4,0.3
14,RedHatAI/gemma-4-31B-it-FP8-block,stop,2213.0,128.0688180923462,3581.0,5794.0,,,,0.0869565217391304,0.1,0.3,0.1
15,RedHatAI/gemma-4-31B-it-FP8-block,stop,2607.0,199.301258802414,5483.0,8090.0,,,,0.1739130434782608,0.3,0.4,0.3
16,RedHatAI/gemma-4-31B-it-FP8-block,stop,2198.0,150.57163000106812,4207.0,6405.0,,,,0.4,0.4,0.5,0.3
17,RedHatAI/gemma-4-31B-it-FP8-block,stop,2277.0,136.4640781879425,3846.0,6123.0,,,,0.0,0.4,0.5,0.3
18,RedHatAI/gemma-4-31B-it-FP8-block,stop,1942.0,137.30211544036865,3876.0,5818.0,,,,0.024390243902439,0.3,0.3,0.2
19,RedHatAI/gemma-4-31B-it-FP8-block,stop,2887.0,198.8223159313202,5483.0,8370.0,,,,0.0,0.3,0.3,0.3
20,RedHatAI/gemma-4-31B-it-FP8-block,stop,2548.0,161.06329011917114,4280.0,6828.0,,,,0.0,0.3,0.4,0.4
21,RedHatAI/gemma-4-31B-it-FP8-block,stop,2764.0,154.84733247756958,4115.0,6879.0,,,,0.15,0.3,0.4,0.2
22,RedHatAI/gemma-4-31B-it-FP8-block,stop,1677.0,174.70522165298462,4652.0,6329.0,,,,0.1538461538461538,0.3,0.3,0.2
23,RedHatAI/gemma-4-31B-it-FP8-block,stop,2709.0,177.89012670516968,4731.0,7440.0,,,,0.0,0.1,0.3,0.1
24,RedHatAI/gemma-4-31B-it-FP8-block,stop,1531.0,140.44546937942505,3718.0,5249.0,,,,0.0606060606060606,0.2,0.3,0.2
25,RedHatAI/gemma-4-31B-it-FP8-block,stop,2331.0,170.79966759681702,4528.0,6859.0,,,,0.0277777777777777,0.6,0.6,0.5
26,RedHatAI/gemma-4-31B-it-FP8-block,stop,2842.0,182.4429607391357,4835.0,7677.0,,,,0.0833333333333333,0.3,0.4,0.3
27,RedHatAI/gemma-4-31B-it-FP8-block,stop,2445.0,165.82059383392334,4431.0,6876.0,,,,0.0,0.4,0.3,0.3
28,RedHatAI/gemma-4-31B-it-FP8-block,stop,1057.0,134.76639533042908,3600.0,4657.0,,,,0.0526315789473684,0.2,0.3,0.1
29,RedHatAI/gemma-4-31B-it-FP8-block,stop,1681.0,171.15802597999573,4784.0,6465.0,,,,0.2857142857142857,0.6,0.5,0.5
30,RedHatAI/gemma-4-31B-it-FP8-block,stop,1295.0,161.4541893005371,4507.0,5802.0,,,,0.0,0.4,0.6,0.5
31,RedHatAI/gemma-4-31B-it-FP8-block,stop,2074.0,162.74549078941345,4542.0,6616.0,,,,0.125,0.3,0.4,0.3
32,RedHatAI/gemma-4-31B-it-FP8-block,stop,1212.0,142.67390942573547,3997.0,5209.0,,,,0.0909090909090909,0.4,0.4,0.4
33,RedHatAI/gemma-4-31B-it-FP8-block,stop,1305.0,130.0942461490631,3665.0,4970.0,,,,0.16,0.2,0.3,0.2
34,RedHatAI/gemma-4-31B-it-FP8-block,stop,2641.0,145.00574469566345,4073.0,6714.0,,,,0.0476190476190476,0.3,0.4,0.2
35,RedHatAI/gemma-4-31B-it-FP8-block,stop,3000.0,151.10181856155396,4245.0,7245.0,,,,0.125,0.5,0.4,0.4
36,RedHatAI/gemma-4-31B-it-FP8-block,stop,1902.0,178.46041178703308,5021.0,6923.0,,,,0.0,0.4,0.5,0.4
37,RedHatAI/gemma-4-31B-it-FP8-block,stop,2478.0,187.75314927101127,5239.0,7717.0,,,,0.12,0.3,0.4,0.3
38,RedHatAI/gemma-4-31B-it-FP8-block,stop,2526.0,154.75040984153748,4356.0,6882.0,,,,0.0434782608695652,0.4,0.5,0.2
39,RedHatAI/gemma-4-31B-it-FP8-block,stop,2140.0,162.21911311149597,4415.0,6555.0,,,,0.1666666666666666,0.5,0.5,0.6
40,RedHatAI/gemma-4-31B-it-FP8-block,stop,2966.0,176.07762789726257,4774.0,7740.0,,,,0.1176470588235294,0.3,0.4,0.3
41,RedHatAI/gemma-4-31B-it-FP8-block,stop,2238.0,152.63356852531433,4170.0,6408.0,,,,0.0769230769230769,0.3,0.3,0.3
42,RedHatAI/gemma-4-31B-it-FP8-block,stop,1920.0,140.59324169158936,3844.0,5764.0,,,,0.1666666666666666,0.3,0.5,0.3
43,RedHatAI/gemma-4-31B-it-FP8-block,stop,1797.0,165.29857110977173,4474.0,6271.0,,,,0.0847457627118644,0.3,0.3,0.2
44,RedHatAI/gemma-4-31B-it-FP8-block,stop,2187.0,155.4911391735077,4211.0,6398.0,,,,0.1111111111111111,0.3,0.7,0.3
45,RedHatAI/gemma-4-31B-it-FP8-block,stop,2729.0,204.1126732826233,5497.0,8226.0,,,,0.125,0.3,0.3,0.3
46,RedHatAI/gemma-4-31B-it-FP8-block,stop,2911.0,170.03468251228333,4545.0,7456.0,,,,0.0,0.4,0.5,0.4
47,RedHatAI/gemma-4-31B-it-FP8-block,stop,2592.0,177.38304591178894,4744.0,7336.0,,,,0.2068965517241379,0.2,0.3,0.2
48,RedHatAI/gemma-4-31B-it-FP8-block,stop,2376.0,186.16029596328733,4994.0,7370.0,,,,0.0,0.4,0.6,0.3
49,RedHatAI/gemma-4-31B-it-FP8-block,stop,2013.0,169.52760672569275,4510.0,6523.0,,,,0.1666666666666666,0.5,0.5,0.3
50,RedHatAI/gemma-4-31B-it-FP8-block,stop,2586.0,168.5200514793396,4481.0,7067.0,,,,0.048780487804878,0.3,0.3,0.3
51,RedHatAI/gemma-4-31B-it-FP8-block,stop,2896.0,171.5012607574463,4558.0,7454.0,,,,0.0888888888888888,0.3,0.4,0.3
52,RedHatAI/gemma-4-31B-it-FP8-block,stop,3329.0,172.03441214561462,4560.0,7889.0,,,,0.0,0.2,0.4,0.1
53,RedHatAI/gemma-4-31B-it-FP8-block,stop,2411.0,178.274804353714,4730.0,7141.0,,,,0.1176470588235294,0.4,0.4,0.3
54,RedHatAI/gemma-4-31B-it-FP8-block,stop,2533.0,156.28377890586853,4166.0,6699.0,,,,0.119047619047619,0.3,0.4,0.2
55,RedHatAI/gemma-4-31B-it-FP8-block,stop,2117.0,157.36195850372314,4278.0,6395.0,,,,0.1714285714285714,0.4,0.4,0.4
56,RedHatAI/gemma-4-31B-it-FP8-block,stop,2377.0,149.6940131187439,4082.0,6459.0,,,,0.027027027027027,0.4,0.4,0.2
57,RedHatAI/gemma-4-31B-it-FP8-block,stop,2312.0,154.0678584575653,4215.0,6527.0,,,,0.0,0.3,0.3,0.3
58,RedHatAI/gemma-4-31B-it-FP8-block,stop,2373.0,154.13683700561523,4236.0,6609.0,,,,0.0,0.5,0.4,0.4
59,RedHatAI/gemma-4-31B-it-FP8-block,stop,2337.0,160.29830384254456,4373.0,6710.0,,,,0.0434782608695652,0.4,0.5,0.3
60,RedHatAI/gemma-4-31B-it-FP8-block,stop,2917.0,156.0280704498291,4271.0,7188.0,,,,0.1052631578947368,0.3,0.4,0.2
61,RedHatAI/gemma-4-31B-it-FP8-block,stop,2074.0,162.32175588607788,4425.0,6499.0,,,,0.04,0.4,0.6,0.4
62,RedHatAI/gemma-4-31B-it-FP8-block,stop,3871.0,183.7735974788665,4950.0,8821.0,,,,0.0,0.3,0.4,0.4
63,RedHatAI/gemma-4-31B-it-FP8-block,stop,3019.0,155.8714530467987,4249.0,7268.0,,,,0.0,0.3,0.3,0.2
64,RedHatAI/gemma-4-31B-it-FP8-block,stop,2171.0,140.86755394935608,3866.0,6037.0,,,,0.0697674418604651,0.5,0.4,0.4
65,RedHatAI/gemma-4-31B-it-FP8-block,stop,2145.0,190.72869777679443,5152.0,7297.0,,,,0.0465116279069767,0.2,0.3,0.1
66,RedHatAI/gemma-4-31B-it-FP8-block,stop,1604.0,163.91299748420715,4437.0,6041.0,,,,0.1818181818181818,0.2,0.3,0.2
67,RedHatAI/gemma-4-31B-it-FP8-block,stop,2133.0,166.32341647148132,4491.0,6624.0,,,,0.2,0.3,0.5,0.3
68,RedHatAI/gemma-4-31B-it-FP8-block,stop,2644.0,163.07107830047607,4378.0,7022.0,,,,0.1481481481481481,0.4,0.6,0.4
69,RedHatAI/gemma-4-31B-it-FP8-block,stop,2512.0,168.96491169929504,4554.0,7066.0,,,,0.0,0.2,0.3,0.2
70,RedHatAI/gemma-4-31B-it-FP8-block,stop,2192.0,160.61898946762085,4343.0,6535.0,,,,0.1818181818181818,0.2,0.3,0.2
71,RedHatAI/gemma-4-31B-it-FP8-block,stop,2201.0,187.53730845451355,5248.0,7449.0,,,,0.0833333333333333,0.3,0.5,0.3
72,RedHatAI/gemma-4-31B-it-FP8-block,stop,3242.0,159.2894687652588,4321.0,7563.0,,,,0.2142857142857142,0.2,0.4,0.3
73,RedHatAI/gemma-4-31B-it-FP8-block,stop,2259.0,165.82011651992798,4519.0,6778.0,,,,0.1395348837209302,0.4,0.5,0.4
74,RedHatAI/gemma-4-31B-it-FP8-block,stop,2487.0,160.96927332878113,4606.0,7093.0,,,,0.1724137931034483,0.3,0.4,0.3
75,RedHatAI/gemma-4-31B-it-FP8-block,stop,2141.0,128.12562251091003,3921.0,6062.0,,,,0.1111111111111111,0.2,0.3,0.2
76,RedHatAI/gemma-4-31B-it-FP8-block,stop,2634.0,135.76941800117493,4538.0,7172.0,,,,0.0714285714285714,0.3,0.5,0.4
77,RedHatAI/gemma-4-31B-it-FP8-block,stop,2683.0,127.73386478424072,4379.0,7062.0,,,,0.125,0.4,0.6,0.4
78,RedHatAI/gemma-4-31B-it-FP8-block,stop,3703.0,124.28801250457764,4494.0,8197.0,,,,0.3333333333333333,0.2,0.4,0.2
79,RedHatAI/gemma-4-31B-it-FP8-block,stop,2720.0,110.50501823425292,4492.0,7212.0,,,,0.1176470588235294,0.4,0.5,0.4
80,RedHatAI/gemma-4-31B-it-FP8-block,stop,2573.0,133.39478993415833,5761.0,8334.0,,,,0.1724137931034483,0.3,0.6,0.4
0,ibm-granite/granite-4.1-3b,stop,2398.0,11.583941459655762,2595.0,4993.0,,,,0.04,0.0,0.1,0.0
1,ibm-granite/granite-4.1-3b,stop,1917.0,14.562862157821655,1638.0,3555.0,,,,0.0,0.0,0.1,0.1
2,ibm-granite/granite-4.1-3b,stop,2738.0,22.987149477005005,2034.0,4772.0,,,,0.1333333333333333,0.0,0.1,0.1
3,ibm-granite/granite-4.1-3b,stop,3383.0,18.4201295375824,2204.0,5587.0,,,,0.1304347826086956,0.1,0.1,0.1
4,ibm-granite/granite-4.1-3b,stop,1782.0,19.7926983833313,1992.0,3774.0,,,,0.0,0.1,0.0,0.1
5,ibm-granite/granite-4.1-3b,stop,2783.0,9.32891321182251,2049.0,4832.0,,,,0.08,0.1,0.0,0.1
6,ibm-granite/granite-4.1-3b,stop,2515.0,16.203418016433716,1924.0,4439.0,,,,0.0222222222222222,0.0,0.0,0.0
7,ibm-granite/granite-4.1-3b,stop,2298.0,8.272324562072754,1794.0,4092.0,,,,,0.2,0.2,0.1
8,ibm-granite/granite-4.1-3b,stop,2945.0,23.02930450439453,1645.0,4590.0,,,,0.0,0.0,0.0,0.1
9,ibm-granite/granite-4.1-3b,stop,3770.0,7.808107852935791,1687.0,5457.0,,,,0.0833333333333333,0.2,0.1,0.2
10,ibm-granite/granite-4.1-3b,stop,2123.0,15.011362552642822,1073.0,3196.0,,,,0.0769230769230769,0.0,0.0,0.1
11,ibm-granite/granite-4.1-3b,stop,2216.0,20.70942425727844,2248.0,4464.0,,,,0.027027027027027,0.0,0.1,0.1
12,ibm-granite/granite-4.1-3b,stop,1983.0,21.07475161552429,1848.0,3831.0,,,,0.0,0.1,0.1,0.1
13,ibm-granite/granite-4.1-3b,stop,1704.0,17.466157913208008,1484.0,3188.0,,,,0.0,0.1,0.0,0.0
14,ibm-granite/granite-4.1-3b,stop,2591.0,14.312771558761597,1450.0,4041.0,,,,0.0,0.0,0.1,0.1
15,ibm-granite/granite-4.1-3b,stop,3084.0,20.08052086830139,1769.0,4853.0,,,,0.1428571428571428,0.2,0.1,0.1
16,ibm-granite/granite-4.1-3b,stop,2586.0,16.255046844482422,1383.0,3969.0,,,,0.1,0.0,0.1,0.1
17,ibm-granite/granite-4.1-3b,stop,2641.0,14.938888788223268,1380.0,4021.0,,,,0.0,0.0,0.0,0.1
18,ibm-granite/granite-4.1-3b,stop,2262.0,12.270692586898804,1129.0,3391.0,,,,0.0,0.1,0.0,0.1
19,ibm-granite/granite-4.1-3b,stop,3385.0,19.246840000152588,1724.0,5109.0,,,,0.0,0.1,0.1,0.2
20,ibm-granite/granite-4.1-3b,stop,3044.0,23.19032835960388,2336.0,5380.0,,,,0.0,0.1,0.1,0.1
21,ibm-granite/granite-4.1-3b,stop,3333.0,11.656040668487549,1309.0,4642.0,,,,0.0952380952380952,0.2,0.1,0.1
22,ibm-granite/granite-4.1-3b,stop,1971.0,13.669593572616575,1421.0,3392.0,,,,0.037037037037037,0.1,0.0,0.1
23,ibm-granite/granite-4.1-3b,stop,3115.0,23.70060396194458,1901.0,5016.0,,,,0.0,0.0,0.1,0.1
24,ibm-granite/granite-4.1-3b,stop,1867.0,19.568921089172363,1174.0,3041.0,,,,0.0303030303030303,0.0,0.0,0.1
25,ibm-granite/granite-4.1-3b,stop,2762.0,17.408567667007446,1415.0,4177.0,,,,0.0,0.0,0.0,0.1
26,ibm-granite/granite-4.1-3b,stop,3350.0,23.58703374862671,1821.0,5171.0,,,,0.0,0.1,0.0,0.0
27,ibm-granite/granite-4.1-3b,stop,2906.0,23.10839819908142,1250.0,4156.0,,,,0.0,0.0,0.2,0.1
28,ibm-granite/granite-4.1-3b,stop,1251.0,30.44733095169068,2323.0,3574.0,,,,0.0,0.0,0.0,0.0
29,ibm-granite/granite-4.1-3b,stop,1995.0,15.5476496219635,511.0,2506.0,,,,0.0,0.1,0.1,0.1
